date,text
2020-09-18 03:37:27,"Joe Biden called police “The Enemy,” and vilified them as a racist, oppressive force. The rhetoric of Joe Biden and the Radical Left puts our Great Law Enforcement in danger. https://t.co/v1lqvcux68"
2020-09-18 03:28:44,"...dollar tax hike, ban American Energy, confiscate your guns, shutdown the economy, destroy the suburbs, erase your borders, and indoctrinate your children with poisonous anti-American lies. https://t.co/WwzdPhlJcp"
2020-09-18 03:28:43,"At no time before has there been a clearer choice between two parties, two visions, two philosophies, &amp; two agendas for the future. On November 3rd, Wisconsin will decide whether we will quickly return to record prosperity—or whether we allow Joe Biden to impose a $4 trillion... https://t.co/ENQ36A6Yy2"
2020-09-18 03:24:34,"...to America – NOT CHINA. Because if we win, AMERICA WINS. We built the greatest economy in the history of the world, and now we are doing it again! https://t.co/WwzdPhlJcp"
2020-09-18 03:24:33,"If Biden Wins, CHINA WINS. If Biden Wins, the mob WINS. If Biden Wins, the rioters, anarchists, arsonists, and flag-burners WIN. I am running for re-election to bring jobs and factories back to Wisconsin, to put violent criminals behind bars, and to ensure the future belongs... https://t.co/T6uifBSCKg"
2020-09-18 03:16:44,"I was thrilled to be back in WISCONSIN tonight with thousands of loyal, hardworking American Patriots! 47 days from now, we are going to win Wisconsin, and we are going to win 4 more years in the White House! #MAGA https://t.co/4FBaVlU8Ir"
2020-09-18 03:08:16,https://t.co/VqJ7thOiQi
2020-09-18 00:20:34,"But Chris, you don’t see any activity from China, even though it is a FAR greater threat than Russia, Russia, Russia. They will both, plus others, be able to interfere in our 2020 Election with our totally vulnerable Unsolicited (Counterfeit?) Ballot Scam. Check it out! https://t.co/mH3vrHWvS8"
2020-09-18 00:06:02,"...And I look at them as a bunch of well funded ANARCHISTS &amp; THUGS who are protected because the Comey/Mueller inspired FBI is simply unable, or unwilling, to find their funding source, and allows them to get away with “murder”.  LAW &amp; ORDER! https://t.co/yHLzB0RQ8e"
2020-09-17 23:36:12,On Air Force One heading to Wisconsin. Biden refused to go there to apologize for not showing up for the failed Democrat Convention. So funny to watch the Fake News fawning over Sleepy Joe’s ridiculous “car press conference”. Pathetic!
2020-09-17 23:22:37,"Bob Woodward’s badly written book is very boring &amp; totally “obsolete”. Didn’t even talk about the recent Middle East deal. Just another tired, washed up Trump Hater, who can’t stand that I have done so much, so quickly! #MAGA"
2020-09-17 22:56:59,Happy #ConstitutionDay! https://t.co/DoahM18IuK https://t.co/4pdkdqr75c
2020-09-17 22:46:48,https://t.co/aK0nvetAHK
2020-09-17 21:20:42,"Volunteer to be a Trump Election Poll Watcher. Sign up today!
#MakeAmericaGreatAgain
https://t.co/fLSUlk41k0"
2020-09-17 20:44:16,"The Democrats are just ANGRY that the vaccine and delivery are so far ahead of schedule. They hate what they are seeing. Saving lives should make them happy, not sad!"
2020-09-17 20:38:16,"I would like to extend best wishes and a very happy 70th birthday to the Prime Minister of India, @narendramodi. Many happy returns to a GREAT LEADER and loyal friend! https://t.co/CWlVkHk16X"
2020-09-17 20:25:59,"RT @WhiteHouse: Today, we are seeing the results of decades of left-wing indoctrination in our schools.

No American student should be made…"
2020-09-17 19:38:10,"RT @DanScavino: “The police dept, based on their observation in person, and on the highway cameras, combined with the formulas of roadway o…"
2020-09-17 19:38:04,RT @DanScavino: https://t.co/STDa3sWxQc
2020-09-17 19:14:43,https://t.co/Ld2i9ytx0c
2020-09-17 19:14:35,https://t.co/luzid83k2D
2020-09-17 18:39:27,"Want to register to vote? Request an Absentee Ballot or vote early - simply click the below link. My campaign has made it incredibly easy! #Vote #TrumpPence2020
https://t.co/u25yI5T7E8"
2020-09-17 18:34:54,Biden and the Democrats want to get rid of the Private Healthcare Plans for 180 MILLION Americans that are happy. They’ll be put on socialized medicine!
2020-09-17 18:18:45,Just out: Some people in the Great State of North Carolina have been sent TWO BALLOTS. RIGGED ELECTION in waiting!
2020-09-17 18:16:56,Congratulations Prime Minister Yoshihide Suga. You have a great life story! I know you will do a tremendous job for Japan and for the world. Look forward to talking soon! @kantei @sugawitter
2020-09-17 18:15:22,"I am lowering, not raising, Medicare Premiums!"
2020-09-17 18:12:50,"Unsolicited Ballots are uncontrollable, totally open to ELECTION INTERFERENCE by foreign countries, and will lead to massive chaos and confusion!"
2020-09-17 18:12:08,"...Importantly, we also won on the Ballot Cure Provision. Waiting for the BIG Federal decisions in Pennsylvania, Nevada, and elsewhere! https://t.co/UQp0MjXYqT"
2020-09-17 18:12:07,"State Supreme Court in Pennsylvania just affirmed that Ballot harvesting remains illegal. We will be watching that the Democrats do not Ballot Harvest - a felony. In other words, the Republican Party won on the atrocious Ballot Harvesting Scam..."
2020-09-17 18:06:22,"...egregious behavior, which is just the way they want it. This was not a mistake, it was done illegally and on purpose. We want Mike! https://t.co/m1LLdk7Cc4"
2020-09-17 18:06:21,"The Democrat Trump Hater Secretary of State of Michigan, purposely misprinted Ballots for the Military, putting the wrong names on the Ballot, and actually listing a member of another party as a replacement for Vice President @Mike_Pence. Everybody is totally confused by their..."
2020-09-17 17:38:10,https://t.co/FpEkwOgkhY
2020-09-17 17:05:08,RT @RussVought45: Last week @realDonaldTrump asked people to report any sightings of #CriticalRaceTheory “training.” We have been working w…
2020-09-17 12:12:48,"Democrats only want BAILOUT MONEY for Blue States that are doing badly. They don’t care about the people, never did!"
2020-09-17 12:07:22,"Twitter makes sure that Trending on Twitter is anything bad, Fake or not, about President Donald Trump. So obvious what they are doing. Being studied now!"
2020-09-17 12:03:08,"I am SUBSTANTIALLY LOWERING MEDICARE PREMIUMS. Have instituted Favored Nations Clause and Rebates on Drug Companies. Never been done before. Drug companies are hitting me with Fake Ads, just like sleepy Joe. Be careful! Drug prices will be reduced massively, and soon."
2020-09-17 11:56:59,"@TrueTheVote There is a group of people (largely Radical Left Democrats) that want ELECTION MAYHEM. States must end this CRAZY mass sending of Ballots. Also, a GIFT to foreign interference into our election!!! Stop it now, before it is too late."
2020-09-17 11:45:18,"The big Unsolicited Ballot States should give it up NOW, before it is too late, and ask people to go to the Polling Booths and, like always before, VOTE. Otherwise, MAYHEM!!! Solicited Ballots (absentee) are OK. @foxandfriends"
2020-09-17 11:36:18,"Because of the new and unprecedented massive amount of unsolicited ballots which will be sent to “voters”, or wherever, this year, the Nov 3rd Election result may NEVER BE ACCURATELY DETERMINED, which is what some want. Another election disaster yesterday. Stop Ballot Madness! https://t.co/3SMAk9TC1a"
2020-09-17 02:20:56,"Don’t worry, wonderful &amp; beautiful Alaska, there will be NO POLITICS in the Pebble Mine Review Process. I will do what is right for Alaska and our great Country!!!"
2020-09-16 22:57:14,RT @GOPLeader: Republicans helped build the greatest economy in a generation and the American way of life was thriving. With @realDonaldTru…
2020-09-16 21:18:21,RT @WhiteHouse: LIVE: President @realDonaldTrump holds a news conference https://t.co/AEiivCcv15
2020-09-16 21:08:29,Moving up News Conference to 5:15. Enjoy!
2020-09-16 21:05:03,News Conference at 5:45. Enjoy!
2020-09-16 20:54:39,New Conference at 5:45. Enjoy!
2020-09-16 20:53:23,https://t.co/R7V85ObO6v
2020-09-16 14:50:31,"Jim, you didn’t make a mistake. It’s true, and that’s why you said it. No pandering! https://t.co/64fFoZvMZc"
2020-09-16 14:46:26,"RT @therecount: Jim Cramer: “What deal can we have, Crazy Nancy? I’m sorry, that was the president. I have such reverence for the office. I…"
2020-09-16 14:30:29,"Democrats are “heartless”. They don’t want to give STIMULUS PAYMENTS to people who desperately need the money, and whose fault it was NOT that the plague came in from China. Go for the much higher numbers, Republicans, it all comes back to the USA anyway (one way or another!)."
2020-09-16 14:09:13,Vaccines are moving along fast and safely!
2020-09-16 13:45:32,Thank you for the great reviews of the @ABC News show last night!
2020-09-16 13:33:51,"Great News: BIG TEN FOOTBALL IS BACK. All teams to participate. Thank you to the players, coaches, parents, and all school representatives. Have a FANTASTIC SEASON! It is my great honor to have helped!!!"
2020-09-16 13:17:56,"RT @elenochle: Truth be told...
h/t @AsLeEpNoLoNg3r https://t.co/62qefNNukZ"
2020-09-16 13:16:37,"RT @RichardGrenell: Unbelievable sight. Thank you, @realDonaldTrump"
2020-09-16 13:16:27,"RT @ofirgendelman: Such a beautiful message of peace: The walls of the Old City in Jerusalem were lit tonight with the Israeli, American, E…"
2020-09-16 13:14:46,China is drooling. They can’t believe this! https://t.co/AAmBGgHhyR
2020-09-16 13:10:55,RT @KarluskaP: Dr Siegel is so pissed off he threw Fauci under the bus with the Chinese! Holy crap! #TheMoreYouKnow https://t.co/Ta5bXe2Nkw
2020-09-16 13:09:37,"RT @thebradfordfile: Trump has exposed the decades of foreign policy failures by the elite, political class.

THAT is why they hate him."
2020-09-16 13:09:10,"“Cratered”. We have plenty of politics to go around without disrespecting our great American Flag or Anthem. I thought the NFL learned their lesson two years ago. The people will not put up with this (again). Just not worth it, hard to watch! https://t.co/iNNGG1maW7"
2020-09-16 04:18:03,RT @GOP: “Our two millionth voter contact is just the latest milestone in a record-breaking campaign that cannot be matched by Joe Biden an…
2020-09-16 04:17:51,"RT @IvankaTrump: The Abraham Accords are signed!

Today's historic signing proves that the nations of the Middle East are breaking free fro…"
2020-09-16 04:17:43,"RT @thebradfordfile: President Trump had a historic event for world peace today, and the only thing the media reported on was who was weari…"
2020-09-16 04:17:29,What is this all about? https://t.co/AAmBGgHhyR
2020-09-16 04:15:52,Great! https://t.co/AMv702Hf3r
2020-09-16 04:15:12,"RT @thebradfordfile: Trump isn't running against Biden.

He's running against the media.

And he's still going to win."
2020-09-16 04:15:01,RT @Scavino45: https://t.co/BS5JAFqReH
2020-09-16 01:49:22,It is STOPPED! https://t.co/ni3D4bqQ16
2020-09-16 01:48:34,"RT @kayleighmcenany: A federal judge ruled it was UNCONSTITUTIONAL to shut down businesses and limit indoor/outdoor gatherings in PA.

This…"
2020-09-16 01:48:18,RT @JennaEllisEsq: 👀👀👀
2020-09-16 01:46:08,https://t.co/oanqBQtVF9
2020-09-16 00:26:40,RT @LouDobbs: Sunshine State Momentum: @RepMattGaetz says the Jewish and Hispanic vote for @realDonaldTrump is surging in Florida while the…
2020-09-16 00:26:27,"RT @LouDobbs: Presidential Peacemaker: @robertcobrien praises @POTUS for securing historic peace deals in the Middle East, calling him the…"
2020-09-16 00:25:59,RT @LouDobbs: Fighting China’s Threat: @mikepillsbury touts @realDonaldTrump’s international accomplishments and his push for an arms contr…
2020-09-16 00:25:32,RT @LouDobbs: Ending the Division: @marcshort45 praises @realDonaldTrump for ensuring taxpayers' dollars are not funding critical race theo…
2020-09-16 00:25:09,RT @LouDobbs: Biden Fraud: @jsolomonreports says we now have facts and evidence that the Obama State Dept. was concerned with Hunter Biden’…
2020-09-15 23:27:33,"Great to be back in Philadelphia. Thank you Pennsylvania, see you again soon! #MAGA https://t.co/l82C4TdlAE"
2020-09-15 23:16:49,Tonight at 9:00 P.M. Enjoy! https://t.co/wM3HgXNzQm
2020-09-15 21:01:20,"After decades of division and conflict, we mark the dawn of a new Middle East. Congratulations to the people of Israel, the people of the United Arab Emirates, and the people of the Kingdom of Bahrain. God Bless You All! https://t.co/gpeqFDtr0S"
2020-09-15 20:26:22,https://t.co/1eDtcfHczF https://t.co/YjtMKPFxJz
2020-09-15 20:03:24,Happy National Hispanic Heritage Month! https://t.co/UEFJRKsVh8
2020-09-15 18:31:41,https://t.co/lanqvbZfJj
2020-09-15 18:19:18,https://t.co/8yZHun0jgh
2020-09-15 18:19:05,"RT @WhiteHouse: Israel, the United Arab Emirates, and Bahrain will establish embassies, exchange ambassadors, and begin to work together as…"
2020-09-15 18:18:59,https://t.co/iJ18yDPc68
2020-09-15 16:54:57,RT @WhiteHouse: LIVE: President @realDonaldTrump and @FLOTUS at Abraham Accords signing ceremony https://t.co/PjD12n0PG7
2020-09-15 16:05:55,"HISTORIC day for PEACE in the Middle East — I am welcoming leaders from Israel, the United Arab Emirates, and the Kingdom of Bahrain to the White House to sign landmark deals that no one thought was possible. MORE countries to follow! https://t.co/whvJpNPrri"
2020-09-15 13:49:33,"We are advertising all over the place, but as much as we do, the Fake News likes to say we aren’t. Just being smart. We have much more money than we had at same time in 2016. Also spending on other, and different, elements of the campaign. Starting to get great poll numbers!"
2020-09-15 12:02:34,RT @ConservUSA38: We can beat them at their game ..  #PedoBiden https://t.co/SjNsUTrdGA
2020-09-15 12:01:02,On @foxandfriends Now! Enjoy!
2020-09-15 04:07:53,https://t.co/iVY45x4l4A https://t.co/hx2nwiVoKy
2020-09-15 03:25:01,"My team and I are closely monitoring extremely dangerous Hurricane Sally. We are fully engaged with State &amp; Local Leaders to assist the great people of Alabama, Louisiana, and Mississippi. Be ready and listen to State and Local Leaders! @GovernorKayIvey @LouisianaGov @TateReeves"
2020-09-15 03:04:34,"...caused over so many years. Any attack by Iran, in any form, against the United States will be met with an attack on Iran that will be 1,000 times greater in magnitude!"
2020-09-15 03:04:33,"According to press reports, Iran may be planning an assassination, or other attack, against the United States in retaliation for the killing of terrorist leader Soleimani, which was carried out for his planning a future attack, murdering U.S. Troops, and the death &amp; suffering..."
2020-09-15 02:52:47,RT @SWAtlasHoover: 1/4: I was asked by the President of the United States to help formulate healthcare policy during the biggest healthcare…
2020-09-15 02:49:30,RT @SteveDaines: An absolute honor to be endorsed by the Crow Tribe and to stand with @VP as he and @realDonaldTrump receive the Crow’s end…
2020-09-15 02:45:50,"RT @SenateGOP: Stronger trade deals. Killing terrorists. National security tools. Justice reform. Coronavirus relief. 

Democrats spent the…"
2020-09-15 02:31:10,"Left California for Arizona. Leaving Arizona after a GREAT meeting with our incredible Hispanic community. Heard fantastic and inspiring success stories. Will be landing in Washington (D.C.) soon! Big White House ceremony tomorrow morning with Israel, UAE, and Bahrain."
2020-09-15 02:24:09,"Did you see where Joe Biden — as Weak, Tired, and Sleepy as he is, went to a Polling Place today in Delaware (of course!) to VOTE!? If Biden can do it, any American can do it!"
2020-09-15 02:23:12,"...of the Ballots in Nevada!? Not fair, Rigged Election! @GovSisolak, will use every trick in the book to cheat with Ballots."
2020-09-15 02:23:11,"We had great rallies this past weekend, after the Governor of Nevada worked very hard to cancel all of our venues. Despite the fact that he controls the state, he failed, but would have rather done rally outside. Can you imagine this man is in charge..."
2020-09-15 02:03:18,We could all learn something from this. Great interview by @HerschelWalker! https://t.co/6nWDRx7opG
2020-09-14 21:45:22,Just landed in the Great State of Arizona! https://t.co/c2ilTbkLva
2020-09-14 21:24:20,"“Players take knee, raise fist, stay in locker room, during National Anthem”. @FoxNews No thanks, tell them to “protest” some other time!"
2020-09-14 21:18:19,"RT @6abc: #BREAKING Federal judge rules Gov. Tom Wolf's pandemic restrictions are unconstitutional
https://t.co/8QHzF3qCFf"
2020-09-14 21:17:51,"RT @KDKA: ""Governor Tom Wolf should not be allowed to defraud the people of the United States!"" President Donald Trump tweeted his concerns…"
2020-09-14 21:16:49,"RT @WNEP: BREAKING: A federal judge on Monday struck down Gov. Tom Wolf’s pandemic restrictions that required people to stay at home, place…"
2020-09-14 21:16:24,RT @NicoleFordTV: BREAKING: A federal judge has ruled that the states shutdown orders and business closures this spring were unconstitution…
2020-09-14 21:16:10,"RT @CarlHigbie: Flagging for you ⁦@NedLamont⁩ and ⁦@fcamillo⁩

Federal Judge Rules Pa.’s Shutdown Orders Unconstitutional; Wolf Administrat…"
2020-09-14 21:14:56,RT @JohnFavere: PENNSYLVANIA GOVERNOR TOM WOLF  AN YOUR STUPID WIFE .....YOUR NOT GOING TO MURDER US !!! TRUMP 2020 ... WE LOVE PENNSYLVANI…
2020-09-14 21:14:28,"RT @Thomas1774Paine: TYRANTS RULED UNCONSTITUTIONAL!! Federal Judge Rules Gov. Tom Wolf, Dr. Rachel Levine’s Shutdown Orders Unconstitution…"
2020-09-14 21:14:07,"RT @duty2warn: Federal Judge Rules Gov Tom Wolf’s PA Shutdown Orders Unconstitutional; “U.S. District Judge William Stickman IV, an appoint…"
2020-09-14 21:13:58,RT @NBCPhiladelphia: BREAKING: A federal judge has ruled that capacity limits on gatherings and other restrictions designed to stop the spr…
2020-09-14 21:11:50,"....And Michigan, and North Carolina. Next up, phony Ballot voting Hoax! https://t.co/rXVi4H8fG2"
2020-09-14 21:08:18,"RT @stacey_rudin: Huge news: the federal courts are coming to save us!! 

“Stay at home” orders and limitations on businesses are UNCONSTIT…"
2020-09-14 21:07:18,"RT @abc27News: Four Western Pennsylvania counties – Butler, Green, Fayette, and Washington, filed a lawsuit claiming that Governor Tom Wolf…"
2020-09-14 21:06:30,RT @LarrySchweikart: A federal judge in Pittsburgh on Monday found that orders issued by Gov. Tom Wolf restricting the size of gatherings a…
2020-09-14 21:06:00,"RT @MikeKellyforPA: #PA16 #Economy #JobGrowth

https://t.co/UuaiIfTcfE"
2020-09-14 21:05:46,RT @MikeKellyforPA: Biden finally said something that @realdonaldtrump and I can agree with... ‘I can beat Joe Biden’.  https://t.co/Vy2cLW…
2020-09-14 21:02:39,"Great News, Mike! https://t.co/E0IHPAncn7"
2020-09-14 21:01:07,RT @Mike_Pence: Life is Winning in America! And to keep on winning we need to re-elect pro-life Conservatives like @MikeKellyPA and @RepJoh…
2020-09-14 21:00:20,"RT @AJKayWriter: PA Governor's shut down orders ruled unconstitutional.  

This is big. 

https://t.co/ngh1brVVDo"
2020-09-14 20:59:28,"RT @PhillyInquirer: A federal judge has ruled that key components of Gov. Tom Wolf’s coronavirus mitigation strategy are unconstitutional,…"
2020-09-14 20:58:38,"Next up, the Ballot Hoax! https://t.co/tPV9ncMKEf"
2020-09-14 20:57:34,"RT @SaraCarterDC: #BREAKING PA Gov. Tom Wolf’s #COVID-19 Restrictions Were Unconstitutional, Federal Judge Rules

https://t.co/arsJv2U4sh"
2020-09-14 20:57:27,"RT @joshdcaplan: HARRISBURG, P.A. (AP) — Federal judge rules that Pennsylvania Gov. Tom Wolf's pandemic restrictions are unconstitutional."
2020-09-14 20:57:07,RT @KDKA: #BREAKING NEWS: A federal judge has ruled that Gov. Tom Wolf and Dr. Rachel Levine's shutdown order and business closures were un…
2020-09-14 20:56:34,"RT @CBSPhilly: JUST IN: A federal judge on Monday struck down Gov. Tom Wolf’s pandemic restrictions that required people to stay at home, p…"
2020-09-14 20:56:10,"Congratulations Pennsylvania. Now we await the decision on the Rigged Ballot Scam, which is so bad for our Country! https://t.co/IoqhQedPey"
2020-09-14 20:55:27,"RT @Jim_Jordan: If Joe Biden can find the correct polling station and vote in person, ANYBODY can vote in person."
2020-09-14 20:38:09,"Rasmussen was one of the most accurate polls in 2016. Actually, I think, based on Crowds and Enthusiasm (of which Sleepy Joe has none!), that we are MUCH higher than 51%. The only thing Joe can count on is that a Federal Judge doesn’t eviscerate the Fake Ballot Rigging Scam!"
2020-09-14 20:17:10,"RT @PollWatch2020: Presidential approval on September 14 of respective re-election years according to Rasmussen Reports:

Trump (2020): 51%…"
2020-09-14 20:15:15,RT @JoeTalkShow: Ron Johnson is trending because he's made it clear he will inform us about Joe Biden. The left here is freaking about beca…
2020-09-14 20:15:12,RT @StarTribune: Republican Sen. Ron Johnson of Wisconsin said President Trump deserves to win more than one Nobel Peace Prize for his “lea…
2020-09-14 20:09:24,RT @Thomas1774Paine: ICYMI - Drudge’s Historic Crash Hits Rock Bottom; Numbers from Turbulent August Tank https://t.co/XCjBupEkh5
2020-09-14 20:07:38,She should be ashamed of herself! https://t.co/wwuoP8mMIc
2020-09-14 19:46:49,"Today, it was my profound honor to award seven extraordinary soldiers the Distinguished Flying Cross for their remarkable courage to rescue their fellow citizens in California...
https://t.co/i3kxft5Bsg"
2020-09-14 19:39:29,https://t.co/O9GWPJtR5p
2020-09-14 19:39:05,https://t.co/jBR4RR1w8c
2020-09-14 19:38:54,https://t.co/x9QVfnl6Pk
2020-09-14 17:22:54,I didn’t know there would be even a question about this! https://t.co/QVZn2A7PYc
2020-09-14 17:04:34,"ABC’s Trump In Trouble Poll Surveyed Just 533, Not Likely Voters, Asked Over 20% More Biden Supporters Than Conservatives https://t.co/dePnJdlEOf via @TheNatPulse   Total Fake Poll. ABC is just like the rest of them!"
2020-09-14 16:27:50,https://t.co/UXQpB87t87
2020-09-14 14:30:30,"Our people have all left Drudge. He is a confused MESS, has no clue what happened. Down 51%. @DRUDGE  They like REVOLVER and others!"
2020-09-14 14:21:47,"Great, Just Out! 51% Approval Rating in Rasmussen Poll. 95% in Republican Party. Stock Market up BIG today. Will I ever be given credit for the Markets and Economy? Next year will be BIG!"
2020-09-14 13:48:23,RT @GOPChairwoman: The this is a total smear campaign against @realDonaldTrump. His opponents have been waging one since before he was elec…
2020-09-14 13:47:40,RT @ByronYork: Princeton University group studies 3 months of Black Lives Matter protests. Intent is to show they are 'overwhelmingly peace…
2020-09-14 13:47:20,"RT @LouDobbs: Biden Megadonor Owns The Atlantic, Reportedly Communicates Often With Journalist Behind Anonymously-Sourced Trump Bombshell h…"
2020-09-14 13:41:34,RT @DonaldJTrumpJr: When two dozen phones belonging to Robert Mueller’s crooked henchmen magically all get erased how is anyone supposed to…
2020-09-14 13:31:27,"RT @boriquagato: this has been a deliberate attempt to make data that was not scary look scary.

while we're on that topic, the other big d…"
2020-09-14 13:23:10,"RT @HansMahncke: ""The press has dropped, in my view - and I'm talking about the national mainstream media - has dropped any pretense of pro…"
2020-09-14 13:22:44,A made up HOAX that shows how low they are willing to go! https://t.co/wtXOhulfaO
2020-09-14 13:21:06,RT @MZHemingway: Big Media relentlessly pushed the world-damaging Russia collusion conspiracy hoax. They may be the last people on earth wh…
2020-09-14 13:20:46,I am helping Minnesota greatly. OBiden was a Minnesota disaster! https://t.co/jY5UR64vkf
2020-09-14 13:18:10,"His handlers and the Fake News Media are doing everything possible to get him through the Election. Then he will resign, or whatever, and we are stuck with a super liberal wack job that NOBODY wanted! https://t.co/eHhy0yBx9o"
2020-09-14 13:13:45,"RT @ArthurSchwartz: I don’t want to hear another damn word from Stelter, Tapper, Rucker et al. about the critical role they play as guardia…"
2020-09-14 13:13:22,Pathetic! https://t.co/pncz3G0hg3
2020-09-14 13:12:25,Push it hard Marsha. DOJ must act. This should include Crooked Hillary’s illegal deletion of her emails. SPEED! https://t.co/9ezIhnyPSC
2020-09-14 13:08:07,"...And we’re not finished yet. All coming together like a highly complex, but beautiful, puzzle! https://t.co/3MRItgdhtk"
2020-09-14 13:05:27,RT @pnjaban: Hospital industry lobbyists who gave $1m+ to @andrewcuomo convinced him to send thousands of grandparents to their deaths in o…
2020-09-14 13:04:53,"No, riots and looting are just fine with Concast! https://t.co/RcQhv5c4OU"
2020-09-14 13:00:23,"RT @Avik: So @YouTube just took down a June 23 interview that Scott Atlas (@SWAtlasHoover) did with his employer, Stanford's @HooverInst, b…"
2020-09-14 13:00:11,"RT @Avik: Antitrust jurisprudence and regulation in the U.S. needs to be modernized on many fronts, especially to tackle the problem of mul…"
2020-09-14 12:59:47,RT @MZHemingway: Big Tech is utterly terrifying right now. The World Health Organization is not our master and they are dangerously wrong w…
2020-09-14 12:59:08,RT @redsteeze: Members of Biden’s campaign bailed out rioters in Minneapolis. His running mate solicited donations to the group doing this.…
2020-09-14 12:58:43,"RT @IvanPentchoukov: I just collated the data from the four Special Counsel's Office (SCO) iPhone inventory logs, equipment return logs, et…"
2020-09-14 12:58:19,"RT @IvanPentchoukov: 2—Four of the phone IDs appear in the inventory logs but are either missing or marked as ""N/A"" in the records officer'…"
2020-09-14 12:57:02,RT @DonaldJTrumpJr: Imagine what these crooks would have done to the people they were investing in their hoax had they done the same!
2020-09-14 12:56:20,He’s BOTH! https://t.co/MLS8OySh6N
2020-09-14 12:54:51,"RT @JunkScience: California has a long history of megadroughts that pre-date SUVs.

People can either manage forests intelligently or natur…"
2020-09-14 12:53:52,DOJ? https://t.co/iPpptrlMzy
2020-09-14 12:51:48,RT @nedryun: Because he deserved to be ridiculed.
2020-09-14 12:43:11,I do! https://t.co/H9Eghnqpuy
2020-09-14 12:42:08,Action must be taken! https://t.co/ELlsxLld8a
2020-09-14 12:40:05,"RT @DailyCaller: .@RichardGrenell rips @SpeakerPelosi: 

“Their rules allow them to go to San Francisco, get their hair done, and then they…"
2020-09-14 05:59:01,Biden Handlers know this is a lie! https://t.co/QKLEkpb2ig
2020-09-14 05:55:12,RT @Lrihendry: In a democrat America rioting and looting are acceptable. Going down an aisle the wrong way in Publix without a mask is an a…
2020-09-14 05:53:41,"RT @EricTrump: Good things happen to great people who have backbone &amp; conviction! On Friday, Erica Enders added #WomenForTrump to both side…"
2020-09-14 05:51:56,RT @paulsperry_: DEVELOPING: Investigators have learned that Obama CIA Director John Brennan ran a secret task force out of Langley with it…
2020-09-14 05:51:19,"RT @HerschelWalker: Shame on @KamalaHarris not visiting 911 Caller in WI! As AG in SF, a judge had to intervene for her violating a defenda…"
2020-09-14 05:50:36,RT @jacobkschneider: This is incredible https://t.co/5LcL0X6EPH
2020-09-14 05:49:54,"RT @realDonaldTrump: We will be substantially LOWERING Medicare Premiums and Prescription Drug Prices, bringing them down to levels that we…"
2020-09-14 05:49:22,"RT @GOPChairwoman: From Israel-UAE to Serbia-Kosovo, @realDonaldTrump has accomplished more for peace in the last month than President Obam…"
2020-09-14 05:49:08,"RT @SidneyPowell1: Dear .@jack, Why has @Twitter stopped allowing me new followers?
Your blatant censorship of #Conservatives is election i…"
2020-09-14 05:48:42,"RT @JackPosobiec: Trump banned Critical Race Theory, told off the Military Industrial Complex, announced he’s bringing the troops home, got…"
2020-09-14 05:48:18,"RT @realDonaldTrump: Volunteer to be a Trump Election Poll Watcher. Sign up today!
#MakeAmericaGreatAgain
https://t.co/aYYsyWFDIw"
2020-09-14 05:47:13,"RT @LouDobbs: Thanks for your kind words Rudy, and for all you've done for the nation and @POTUS! #MAGA #AmericaFirst"
2020-09-14 05:47:03,https://t.co/WuLi07jXaK
2020-09-14 05:46:43,"RT @RudyGiuliani: It’s clear Robert Mueller was in no condition to run his investigation — so who did?

This is the same CON the Democrats…"
2020-09-14 05:46:09,https://t.co/qZ1OCJznjL
2020-09-14 05:41:28,RT @LouDobbs: Deep State Misconduct:  @TomFitton calls for a criminal investigation into Mueller’s special counsel team for potentially obs…
2020-09-14 05:38:53,"RT @realDonaldTrump: I was right, these people were all wrong, and now they criticize me. Such hypocrisy! https://t.co/sztQ7h5T4M"
2020-09-14 05:37:15,"RT @jasoninthehouse: Fraternal Order of Police endorses Trump in 2020 race

https://t.co/UsYCZoiiil"
2020-09-14 05:36:07,RT @jasoninthehouse: So true
2020-09-14 05:35:54,"RT @johnrobertsFox: Israel strikes its second peace deal with an Arab nation in the past month. First the UAE, now Bahrain.  Previous Admin…"
2020-09-14 05:35:09,RT @jasoninthehouse: It should dominate the news
2020-09-14 05:34:41,"RT @jasoninthehouse: Huge story, if true. Worthy of serious investigation."
2020-09-14 05:33:46,RT @BurgessOwens: I am not a token. I am just part of a movement that will be seen loud and clear on election day.
2020-09-14 05:33:02,"RT @newtgingrich: Joe Biden's leftward lurch, especially the pick of Kamala Harris, has hurt him in Pennsylvania where fracking is a major…"
2020-09-14 05:31:39,"RT @mchooyah: We should just vote by FedEx. Oh wait, you’ll need an ID."
2020-09-14 05:31:09,RT @TheLastRefuge2: Tom Fitton: “There Needs to be A Criminal Investigation of the Special Counsel”… https://t.co/9hp39eXh8H
2020-09-14 05:30:29,"RT @realDonaldTrump: I was right, these people were all wrong, and now they criticize me. Such hypocrisy! https://t.co/sztQ7h5T4M"
2020-09-14 05:12:22,Chicago‘s Fraternal Order of Police Endorses Donald Trump for Reelection https://t.co/KsDjK2rufh via @BreitbartNews
2020-09-14 04:13:12,"Beautiful evening in Henderson, Nevada with Great American Patriots. Thank you! #MAGA https://t.co/vffiSZ9tzP"
2020-09-14 04:01:45,https://t.co/4LMKipzdWO
2020-09-14 04:00:58,"If you murder a police officer, you should receive the death penalty! https://t.co/07n5Rwrb4b"
